# t x y z qx qy qz qw
1520531891.161931753 -6.492987348 -1.826499467 1.397103690 -0.077049865 -0.083475460 -0.568474981 0.814819569
1520531891.211933851 -6.555140583 -1.817887611 1.387094692 -0.073427499 -0.081014239 -0.585265164 0.803436586
1520531891.261934757 -6.615743829 -1.807271154 1.376435745 -0.071964037 -0.079630873 -0.601672007 0.791499318
1520531891.311936855 -6.670238594 -1.790971395 1.368640059 -0.071340658 -0.078522269 -0.617326125 0.779521619
1520531891.361937761 -6.723052171 -1.778278942 1.367153017 -0.067569575 -0.075196147 -0.634260157 0.766481744
1520531891.411939859 -6.771514315 -1.761088957 1.366856756 -0.059870074 -0.069650051 -0.654667847 0.750316447
1520531891.461940765 -6.827267020 -1.742811073 1.372871118 -0.052786778 -0.065530212 -0.674442589 0.733516550
1520531891.511942863 -6.875125375 -1.724871687 1.378911406 -0.049081782 -0.064751075 -0.694670578 0.714724961
1520531891.561967850 -6.926825709 -1.703217280 1.383090042 -0.046159650 -0.066944631 -0.716706336 0.692617710
1520531891.611945868 -6.978368887 -1.684024942 1.384396073 -0.041050464 -0.068939126 -0.735853866 0.672370359
1520531891.661946774 -7.031261521 -1.659288729 1.380832090 -0.035676038 -0.067760158 -0.750910029 0.655949378
1520531891.711948872 -7.080797533 -1.635332881 1.378413050 -0.032243403 -0.062754089 -0.764539103 0.640704797
1520531891.761950731 -7.141121724 -1.609892577 1.376428977 -0.031222245 -0.056162172 -0.776493692 0.626840186
1520531891.811951876 -7.194465395 -1.586444175 1.371402232 -0.032053594 -0.049901407 -0.784781331 0.616927771
1520531891.861953735 -7.252392693 -1.560866616 1.364721675 -0.033001578 -0.044934297 -0.789324096 0.611440139
1520531891.911954880 -7.307354720 -1.538878723 1.363791455 -0.032993535 -0.039508841 -0.793432487 0.606477840
1520531891.961956739 -7.361682608 -1.516492308 1.365921790 -0.032467750 -0.031912035 -0.799083468 0.599494238
1520531892.010643482 -7.417824377 -1.497412081 1.370432065 -0.030210754 -0.022954150 -0.803415529 0.594208746
1520531892.060645580 -7.476151914 -1.478810814 1.376583412 -0.028253118 -0.015584163 -0.805976461 0.591068298
1520531892.110646486 -7.536375086 -1.463096466 1.382450368 -0.025525945 -0.012611293 -0.805377877 0.592077135
1520531892.160648584 -7.586051801 -1.453813822 1.386840901 -0.017645923 -0.010842339 -0.803816710 0.594516215
1520531892.210650444 -7.642556767 -1.444477012 1.388618345 -0.005035582 -0.006896083 -0.802441818 0.596669012
1520531892.260651588 -7.714320993 -1.432967479 1.384849389 0.007853367 0.000649291 -0.800208743 0.599669845
1520531892.310653448 -7.777026215 -1.424294465 1.381269937 0.017738292 0.010706448 -0.794824652 0.606485998
1520531892.360654593 -7.845892409 -1.415442569 1.377674471 0.023234555 0.022269934 -0.786139573 0.617210157
1520531892.410085440 -7.912661281 -1.413935072 1.379042067 0.025777979 0.033621476 -0.776920443 0.628172455
1520531892.460086584 -7.974194515 -1.417095812 1.380915660 0.027049290 0.044207870 -0.767065084 0.639472125
1520531892.510088444 -8.048484826 -1.417907997 1.382510865 0.028397372 0.051052334 -0.756663831 0.651189092
1520531892.560090542 -8.109463221 -1.425440580 1.385124992 0.030734622 0.053589465 -0.744732233 0.664497977
1520531892.610091448 -8.176972296 -1.432112977 1.390350153 0.034938713 0.053885894 -0.733147838 0.677030159
1520531892.660093546 -8.234360953 -1.443383773 1.395199947 0.041324301 0.054607115 -0.721342252 0.689185047
1520531892.710094452 -8.295466124 -1.457212912 1.397023147 0.046803303 0.053990509 -0.705990596 0.704607849
1520531892.760096550 -8.349622812 -1.474643575 1.396424586 0.048537881 0.051656215 -0.687685674 0.722539747
1520531892.810210466 -8.408609879 -1.492759314 1.392513982 0.046222817 0.049774557 -0.668943007 0.740204318
1520531892.860214472 -8.473923126 -1.508910829 1.385163677 0.043135825 0.049814710 -0.650826780 0.756361023
1520531892.910212517 -8.535033816 -1.529313793 1.374674590 0.040302320 0.050438854 -0.628602807 0.775042100
1520531892.960214376 -8.594574013 -1.550546401 1.364604939 0.038353304 0.051287965 -0.602379201 0.795636518
1520531893.010216475 -8.650918944 -1.576658847 1.359059662 0.036694280 0.051646878 -0.573704570 0.816608661
1520531893.060217381 -8.708214029 -1.604953555 1.354371837 0.036754263 0.050113942 -0.546120640 0.835397870
1520531893.110219479 -8.766230017 -1.638126285 1.352156815 0.039267824 0.043944838 -0.515025503 0.855145932
1520531893.160220385 -8.801741991 -1.674768452 1.352630989 0.044238751 0.036142846 -0.479613174 0.875618152
1520531893.211995840 -8.842749689 -1.716243752 1.353063187 0.049443615 0.028302051 -0.442355291 0.895028353
1520531893.261996746 -8.874382367 -1.758238289 1.354712931 0.053409067 0.024844421 -0.408653943 0.910786391
1520531893.311998844 -8.909155690 -1.803682453 1.352071895 0.055295527 0.026690944 -0.378545148 0.923543686
1520531893.362000704 -8.944264208 -1.849702820 1.346975535 0.054284094 0.029566030 -0.351314231 0.934214796
1520531893.412001848 -8.975900057 -1.897748074 1.337189856 0.053131184 0.030910859 -0.326016344 0.943363476
1520531893.462003708 -9.007957184 -1.945634985 1.327982230 0.051826714 0.029604490 -0.303866041 0.950842953
1520531893.512004852 -9.040677714 -1.995723365 1.323166082 0.052314653 0.028345935 -0.285614523 0.956495810
1520531893.562006712 -9.073948611 -2.048774715 1.321610526 0.055204876 0.026414640 -0.272427281 0.960227769
1520531893.612007856 -9.102211248 -2.095766638 1.325290539 0.059044674 0.020910926 -0.258765271 0.963906713
1520531893.662009716 -9.121152938 -2.138559793 1.332243776 0.062654531 0.017104755 -0.243375994 0.967755502
1520531893.712010860 -9.141991317 -2.187624856 1.335620491 0.066087842 0.016253694 -0.230530717 0.970682316
1520531893.762012720 -9.159531223 -2.231761920 1.337492466 0.067411251 0.012616572 -0.215800806 0.974026197
1520531893.812014818 -9.183573158 -2.284136906 1.338741513 0.065949049 0.004977353 -0.198876894 0.977790646
1520531893.862015724 -9.204355115 -2.331266097 1.336399076 0.061661705 -0.002837394 -0.182601316 0.981247835
1520531893.912017822 -9.225360632 -2.378948319 1.331667320 0.057274059 -0.007848473 -0.167929144 0.984102930
1520531893.962018728 -9.248040660 -2.427904666 1.328047868 0.051075535 -0.014464640 -0.153090993 0.986785344
1520531894.012020826 -9.271904923 -2.477998007 1.324660050 0.043417645 -0.025085724 -0.137033230 0.989296977
1520531894.062021732 -9.299562163 -2.532410356 1.325388633 0.034111246 -0.036046093 -0.126542483 0.990719219
1520531894.112023830 -9.326155461 -2.582498031 1.327366243 0.025572973 -0.046600447 -0.119018921 0.991467621
1520531894.162025690 -9.352276848 -2.633799391 1.332711951 0.020848598 -0.054143871 -0.113430473 0.991850633
1520531894.212026834 -9.377777661 -2.682079825 1.339659574 0.018104537 -0.060225361 -0.108761036 0.992076573
1520531894.262028694 -9.405727891 -2.728816112 1.349217332 0.015780200 -0.065770290 -0.109326601 0.991701761
1520531894.312030792 -9.436265153 -2.776903263 1.354283746 0.012998541 -0.071508390 -0.117356480 0.990426357
1520531894.362031698 -9.472001676 -2.827062743 1.356929265 0.008243311 -0.077756850 -0.129950380 0.988432922
1520531894.412033796 -9.507211154 -2.871637197 1.354473748 0.002100510 -0.081024318 -0.144474123 0.986183687
1520531894.462034702 -9.544233107 -2.917201488 1.347192906 -0.004327270 -0.082447101 -0.161264614 0.983451941
1520531894.512036800 -9.580671144 -2.954759097 1.342901977 -0.012174335 -0.088828505 -0.179529507 0.979658711
1520531894.562037706 -9.626528503 -3.001816692 1.340549482 -0.019952067 -0.098113370 -0.199263360 0.974817747
1520531894.612039804 -9.673246189 -3.041850629 1.340334184 -0.024487623 -0.103901207 -0.223391738 0.968865858
1520531894.662040710 -9.720950771 -3.078437489 1.343274287 -0.026324002 -0.106339368 -0.251070536 0.961749911
1520531894.712042809 -9.774164530 -3.113389033 1.348036623 -0.026869209 -0.107997953 -0.279022162 0.953813846
1520531894.762044907 -9.831564859 -3.146439040 1.350303156 -0.024188249 -0.109851232 -0.313057281 0.943049480
1520531894.812134743 -9.892872283 -3.176280528 1.354830514 -0.019445229 -0.112813421 -0.349513609 0.929910800
1520531894.860607386 -9.947481890 -3.195299470 1.356737873 -0.015988433 -0.117517795 -0.381146988 0.916875125
1520531894.910609484 -10.004552687 -3.220027442 1.353544535 -0.013816845 -0.122536855 -0.409694186 0.903850085
1520531894.960611582 -10.058164676 -3.236057791 1.345762472 -0.012463879 -0.125540542 -0.437110909 0.890516178
1520531895.010612488 -10.112899816 -3.249290847 1.334365275 -0.012899588 -0.124823468 -0.464264542 0.876761309
1520531895.060614586 -10.174975704 -3.272424834 1.325282640 -0.015791848 -0.121167392 -0.487916644 0.864295396
1520531895.110615492 -10.235701334 -3.286851149 1.318367060 -0.018192487 -0.114677574 -0.508142345 0.853409931
1520531895.160617590 -10.298949192 -3.306270434 1.314587140 -0.019922964 -0.108745211 -0.524878885 0.843966937
1520531895.210618496 -10.359422251 -3.321351221 1.316693015 -0.019392935 -0.104442806 -0.537874940 0.836305183
1520531895.260156870 -10.414939494 -3.334069413 1.322937407 -0.015784363 -0.099718620 -0.550929579 0.828422527
1520531895.310157776 -10.470941843 -3.344928572 1.331057157 -0.012228398 -0.095955831 -0.562954929 0.820807095
1520531895.360159874 -10.517872360 -3.351812408 1.335033635 -0.008656267 -0.091126428 -0.575615672 0.812580684
1520531895.410161734 -10.576572836 -3.362677453 1.332831907 -0.005066527 -0.086693694 -0.587246461 0.804736849
1520531895.460162878 -10.642917618 -3.377216725 1.327055477 -0.000064372 -0.082793273 -0.595661627 0.798957119
1520531895.510164738 -10.702562910 -3.387219681 1.321199680 0.006784228 -0.076005274 -0.604055099 0.793280424
1520531895.560165882 -10.769424097 -3.400451093 1.312523388 0.010877193 -0.069825420 -0.610646763 0.788743437
1520531895.610167742 -10.836661128 -3.414870602 1.304071927 0.014447071 -0.064549769 -0.619140232 0.782489630
1520531895.659131765 -10.888808589 -3.421957099 1.299612883 0.018966642 -0.058106310 -0.631965755 0.772581917
1520531895.709133863 -10.955343737 -3.431483361 1.302162716 0.023153922 -0.055146959 -0.644762905 0.762039215
1520531895.759135962 -11.007317863 -3.434140137 1.306351742 0.028619954 -0.053497012 -0.654805342 0.753358548
1520531895.809136868 -11.057279391 -3.431840241 1.315978737 0.033483250 -0.052685781 -0.667318439 0.742151629
1520531895.859138966 -11.122611611 -3.436462724 1.330366629 0.036863074 -0.050954963 -0.680624531 0.729928600
1520531895.909140825 -11.191167205 -3.433516279 1.337041822 0.036243651 -0.048947778 -0.693750013 0.717636236
1520531895.959141970 -11.266443852 -3.438635473 1.342351716 0.030891227 -0.046402293 -0.703128244 0.708874011
1520531896.009143829 -11.334455087 -3.441459501 1.339263389 0.025841665 -0.044363758 -0.707983530 0.704360822
1520531896.057458878 -11.402387825 -3.439907899 1.332946874 0.024131002 -0.039861096 -0.711115070 0.701529915
1520531896.107460022 -11.471594052 -3.445820060 1.326948366 0.023204960 -0.033982049 -0.711529558 0.701450554
1520531896.157460928 -11.545473348 -3.451130418 1.323279626 0.022210507 -0.029323255 -0.708472299 0.704778937
1520531896.207463026 -11.611688104 -3.455637944 1.321444257 0.020770153 -0.025967668 -0.706427219 0.707003839
1520531896.257463932 -11.681284096 -3.459677559 1.325049156 0.019076188 -0.026365101 -0.703959624 0.709494647
1520531896.307466030 -11.744356801 -3.463508364 1.332542598 0.018869801 -0.029002384 -0.700489635 0.712823654
1520531896.357466936 -11.808133679 -3.467359759 1.342033093 0.018605354 -0.034435697 -0.694631666 0.718300079
1520531896.407511950 -11.868699239 -3.472728927 1.350647031 0.017998834 -0.039061711 -0.688274170 0.724175293
1520531896.457469940 -11.928102296 -3.478771941 1.355620456 0.018601736 -0.037914228 -0.684066193 0.728196203
1520531896.505984545 -11.987117929 -3.483448229 1.359974197 0.017198247 -0.029079499 -0.681590664 0.730953801
1520531896.555986404 -12.044861228 -3.488683062 1.357515982 0.014779959 -0.013492723 -0.679343022 0.733548057
1520531896.605987549 -12.112960513 -3.492930957 1.351819146 0.013220743 0.004097001 -0.678871918 0.734126010
1520531896.655989408 -12.185685649 -3.495840955 1.347502514 0.014732886 0.021108528 -0.680840324 0.731979357
1520531896.705990553 -12.260255705 -3.500937513 1.347720840 0.016592046 0.031676496 -0.683725267 0.728862625
1520531896.755992413 -12.326408710 -3.507580573 1.350886701 0.015342541 0.033360997 -0.685568548 0.727081546
1520531896.805993557 -12.389980339 -3.511380201 1.358240475 0.015551722 0.029982336 -0.688408311 0.724536838
1520531896.855995417 -12.453600690 -3.512795405 1.364245400 0.017569652 0.025810772 -0.692667647 0.720580680
1520531896.904907942 -12.521022758 -3.509348442 1.371321366 0.020355612 0.020868458 -0.698563854 0.714953769
1520531896.954909801 -12.584233365 -3.505896528 1.374652736 0.024960232 0.013083595 -0.703299084 0.710335370
1520531897.004911900 -12.646580599 -3.503126316 1.371686132 0.029715859 0.007249685 -0.706551495 0.707000227
1520531897.054912806 -12.707234037 -3.498957789 1.365688709 0.031922559 0.000666148 -0.707570855 0.705921170
1520531897.104914904 -12.765699941 -3.495096600 1.356219325 0.031195118 -0.005264197 -0.706971600 0.706534506
1520531897.154915810 -12.838813447 -3.488381229 1.344642458 0.031105710 -0.005187139 -0.706165841 0.707343243
1520531897.204917908 -12.908498811 -3.484497340 1.333213332 0.031864776 -0.001060930 -0.705907367 0.707585842
1520531897.254918814 -12.972553070 -3.481816528 1.327519262 0.030308543 0.002218307 -0.704822695 0.708732733
1520531897.304431438 -13.034552294 -3.478258624 1.327751150 0.030756218 0.003697608 -0.704601445 0.708926866
1520531897.354433537 -13.094859292 -3.476447606 1.329300699 0.037446499 0.001913049 -0.701988399 0.711200368
1520531897.404435396 -13.161857106 -3.475829185 1.333941154 0.044908150 0.000453682 -0.696165588 0.716474722
1520531897.454436541 -13.224634410 -3.476636772 1.335814294 0.052589042 0.001991996 -0.690163081 0.721738005
1520531897.504438400 -13.292904864 -3.478776791 1.335221472 0.059455011 0.005112470 -0.686330662 0.724837226
1520531897.554440498 -13.363275624 -3.479296987 1.332301774 0.058222829 0.006132209 -0.685794028 0.725437223
1520531897.604441404 -13.429908151 -3.480953643 1.326041638 0.052753041 0.004561705 -0.686730900 0.724980960
1520531897.654442549 -13.497101955 -3.480428131 1.316776671 0.050066346 0.004711477 -0.690017935 0.722043421
1520531897.705037117 -13.567159086 -3.480800377 1.308876658 0.047920678 0.009701604 -0.694645891 0.717688149
1520531897.755038023 -13.629723507 -3.481500629 1.303040019 0.044621203 0.012364714 -0.697436632 0.715148512
1520531897.805040121 -13.688854407 -3.484915661 1.300049934 0.042802618 0.012983025 -0.699687848 0.713047328
1520531897.855041981 -13.759007416 -3.486676998 1.303101966 0.041920661 0.011671979 -0.703689250 0.709173599
1520531897.905042887 -13.817134153 -3.486761833 1.310768656 0.039577607 0.015260861 -0.708358869 0.704576180
1520531897.955044031 -13.880606870 -3.485816375 1.318860520 0.037585367 0.016627919 -0.711285990 0.701700310
1520531898.005045891 -13.941607554 -3.483842465 1.323904663 0.039049160 0.010145965 -0.712163963 0.700852919
1520531898.055047035 -14.001919081 -3.482100803 1.325650888 0.041310190 0.005909840 -0.712009162 0.700929325
1520531898.107041359 -14.069610925 -3.481458565 1.322363654 0.045272046 0.001478932 -0.709779374 0.702966274
1520531898.157043219 -14.144835224 -3.482725059 1.315116855 0.048830561 -0.005569124 -0.707714633 0.704786534
1520531898.207044363 -14.216879016 -3.482846575 1.305209045 0.042578608 -0.007665139 -0.707269076 0.705619361
1520531898.257046223 -14.289612424 -3.482733807 1.299392751 0.029685102 -0.004974793 -0.707278026 0.706293892
1520531898.307047367 -14.359697707 -3.481909783 1.296292370 0.024050453 -0.005200327 -0.706995098 0.706789821
1520531898.357049227 -14.428987354 -3.481149463 1.295809222 0.024433575 -0.012288229 -0.705071374 0.708608577
1520531898.407050371 -14.501047883 -3.479767523 1.301518300 0.026956697 -0.012563741 -0.702326644 0.711233602
1520531898.457052231 -14.568211576 -3.480127432 1.311373788 0.031458014 -0.006606658 -0.699729773 0.713684443
1520531898.508910656 -14.634173446 -3.480517824 1.319396940 0.040291056 -0.005727078 -0.693622589 0.719188398
1520531898.558912754 -14.696610596 -3.482251460 1.324143761 0.045151131 -0.004787591 -0.688942495 0.723392644
1520531898.608914852 -14.760072512 -3.484352784 1.328262131 0.044379272 0.001202332 -0.687333782 0.724984180
1520531898.658915758 -14.816276762 -3.485847614 1.325650012 0.046169284 0.004969944 -0.685237422 0.726837761
1520531898.708917856 -14.879876694 -3.488654810 1.320585781 0.049960455 0.006105449 -0.683747931 0.727980522
1520531898.758918762 -14.953160783 -3.489316274 1.315792758 0.051049407 0.012633592 -0.682398123 0.729087193
1520531898.808920860 -15.022459183 -3.491886541 1.313526440 0.051059138 0.015406486 -0.680533898 0.730772774
1520531898.858921766 -15.092835332 -3.495637236 1.312827532 0.047385648 0.011557470 -0.680522601 0.731102354
1520531898.908923864 -15.164287411 -3.500525303 1.314917630 0.038707775 0.004043246 -0.679051867 0.733058216
1520531898.958044529 -15.231199030 -3.503298911 1.319625835 0.030037555 0.001837369 -0.677074621 0.735298956
1520531899.008045435 -15.301257303 -3.503538260 1.324630825 0.028166790 0.001749306 -0.675566431 0.736758858
1520531899.058047533 -15.356995009 -3.500709813 1.331563121 0.030234597 0.000035082 -0.675872340 0.736398094
1520531899.108048439 -15.423340738 -3.496088938 1.338422496 0.029492036 0.004041062 -0.678501218 0.733996329
1520531899.158051491 -15.490788491 -3.493128615 1.338645571 0.025271826 0.009769675 -0.681474563 0.731339709
1520531899.208052397 -15.552311282 -3.486797160 1.338112018 0.021447629 0.014550978 -0.682737704 0.730203997
1520531899.258053541 -15.619877221 -3.479435999 1.332234917 0.021942444 0.018312602 -0.680535857 0.732157306
1520531899.308055401 -15.682886976 -3.471318720 1.327136210 0.025557495 0.020606602 -0.674910888 0.737168627
1520531899.356673241 -15.737021213 -3.465455782 1.322007507 0.028345563 0.021711977 -0.668194121 0.743130424
1520531899.406675339 -15.794463495 -3.459575434 1.320342362 0.027355161 0.021461075 -0.664421127 0.746549823
1520531899.456676245 -15.854150687 -3.449535781 1.322414268 0.025990776 0.013330318 -0.660518751 0.750241373
1520531899.506678343 -15.909978509 -3.441843223 1.324878522 0.020360903 0.011184457 -0.656500447 0.753968138
1520531899.556680202 -15.970123942 -3.434300052 1.326789964 0.017248860 0.005079910 -0.649905475 0.759802149
1520531899.606681347 -16.021698629 -3.424336037 1.327339541 0.021120990 -0.003775987 -0.641212676 0.767063040
1520531899.656682253 -16.081799774 -3.414525181 1.327647988 0.027965263 -0.001460602 -0.637639748 0.769825614
1520531899.706684351 -16.149264003 -3.402341893 1.325308892 0.035151960 0.005893756 -0.638277402 0.768980639
1520531899.755557775 -16.209648319 -3.390694977 1.323453359 0.035054508 0.011554819 -0.641096060 0.766572248
1520531899.805558681 -16.262975559 -3.375195696 1.321504720 0.023937112 0.020453795 -0.647157515 0.761705363
1520531899.855560780 -16.318196665 -3.359523119 1.320945548 0.011207369 0.026638474 -0.655533000 0.754613417
1520531899.905561686 -16.364687353 -3.345222368 1.320992236 0.002206262 0.029052298 -0.661694555 0.749207665
1520531899.955563784 -16.412322602 -3.328425448 1.320644661 0.001104122 0.027147813 -0.664021919 0.747219217
1520531900.005564690 -16.454888057 -3.312244547 1.322261098 0.004561051 0.026008254 -0.665773839 0.745686204
1520531900.055566788 -16.488945152 -3.296175203 1.325969840 0.008263177 0.027349168 -0.667798624 0.743793531
1520531900.105567694 -16.531860770 -3.277569125 1.330858767 0.010102140 0.023130556 -0.670000021 0.741932102
1520531900.154762030 -16.563996433 -3.259612304 1.336507985 0.006630651 0.024008264 -0.673131576 0.739102762
1520531900.204764128 -16.605596481 -3.240798204 1.341626338 0.004883990 0.031368928 -0.678900991 0.733543164
1520531900.254765034 -16.647020678 -3.220807221 1.345011469 0.009992913 0.033642598 -0.683796870 0.728827598
1520531900.304767132 -16.694483652 -3.199652566 1.348591931 0.013914659 0.038698529 -0.685523675 0.726887804
1520531900.354768038 -16.725911183 -3.181628826 1.350851074 0.015774997 0.046563911 -0.685016155 0.726866760
1520531900.404770136 -16.754895156 -3.164595023 1.351583961 0.015997664 0.050169982 -0.681782110 0.729657655
1520531900.454771042 -16.783009106 -3.149663215 1.351154636 0.015104425 0.052145147 -0.676242497 0.734676444
1520531900.504773140 -16.810967438 -3.133860872 1.350176168 0.018241758 0.050915682 -0.671267375 0.739239272
1520531900.554559708 -16.828433591 -3.121688191 1.348922563 0.025875989 0.044835009 -0.666785723 0.743449481
1520531900.604560852 -16.847375089 -3.107487323 1.348102807 0.029423892 0.044161767 -0.664028175 0.745821958
1520531900.654562712 -16.865697273 -3.096171342 1.347252907 0.031672110 0.042670329 -0.664605416 0.745301857
1520531900.704564810 -16.881963037 -3.085618034 1.345826348 0.032087229 0.036381643 -0.666597078 0.743837750
1520531900.754565716 -16.904522478 -3.074767591 1.344243793 0.027970105 0.030898411 -0.669212662 0.741901220
1520531900.804567814 -16.926891558 -3.064067655 1.343374536 0.024807713 0.030084528 -0.674967125 0.736816841
1520531900.854568720 -16.944315721 -3.055998133 1.341197976 0.025714150 0.031440806 -0.682849401 0.729429072
1520531900.904569864 -16.964421018 -3.047511489 1.341872508 0.023122208 0.035513105 -0.690380271 0.722204913
1520531900.954887152 -16.980861290 -3.041293217 1.341477169 0.018875630 0.037852353 -0.696130826 0.716668089
1520531901.004889011 -16.993753001 -3.037608085 1.339383169 0.017952634 0.035896348 -0.699082215 0.713913782
1520531901.054890156 -17.007702816 -3.034807195 1.337601727 0.021916317 0.032585818 -0.699408296 0.713642314
1520531901.104892015 -17.020152896 -3.032061870 1.335476393 0.026962383 0.030094929 -0.698109905 0.714849482
1520531901.154893160 -17.028305258 -3.031070292 1.333669437 0.029663566 0.029433245 -0.697225453 0.715632996
1520531901.204895020 -17.037658595 -3.028482298 1.330866591 0.030631626 0.026367375 -0.696462746 0.716453692
1520531901.254958153 -17.045944347 -3.024822108 1.330992822 0.028436724 0.017988244 -0.693513422 0.719657791
1520531901.304898024 -17.050831109 -3.022869371 1.331246294 0.024499275 0.013918608 -0.690227728 0.723043794
1520531901.354900122 -17.052023144 -3.019500117 1.334161775 0.024093268 0.015769169 -0.688851108 0.724329959
1520531901.405271053 -17.053358487 -3.016826007 1.335968653 0.025861715 0.016382019 -0.687378362 0.725654536
1520531901.455272913 -17.052740231 -3.014945973 1.338060595 0.023792890 0.016904239 -0.685290694 0.727683953
1520531901.505274057 -17.047123040 -3.013229042 1.341143045 0.020299357 0.019338343 -0.684683130 0.728301785
1520531901.555275917 -17.045732804 -3.011831681 1.342037067 0.021270841 0.018049285 -0.685060339 0.727952522
1520531901.605277061 -17.042521090 -3.008552637 1.344044419 0.025870665 0.017438610 -0.687234164 0.725766501
1520531901.655278921 -17.044952599 -3.004208412 1.344920377 0.031310197 0.017124875 -0.691227416 0.721755333
1520531901.705280066 -17.047628919 -2.999001332 1.344089675 0.034363502 0.013694791 -0.696634082 0.716472877
1520531901.755281925 -17.048463335 -2.993163988 1.345309927 0.030131541 0.012577175 -0.703590739 0.709855343
1520531901.805459738 -17.044153740 -2.989967419 1.346101220 0.025555263 0.013752559 -0.712323633 0.701251094
1520531901.855460644 -17.043136754 -2.986553591 1.346561153 0.027224497 0.014174303 -0.721237433 0.692007519
1520531901.905462742 -17.037448983 -2.985339463 1.346731123 0.032410237 0.016756662 -0.728378337 0.684202782
1520531901.955463648 -17.035977948 -2.984260233 1.346673605 0.036778615 0.018564490 -0.732116350 0.679932873
1520531902.005465746 -17.036895130 -2.984502635 1.346766897 0.038483093 0.017592321 -0.734003058 0.677827147
1520531902.055466652 -17.037118587 -2.986452238 1.346842568 0.036134091 0.015309951 -0.734419710 0.677560128
1520531902.105468750 -17.037215064 -2.989561749 1.347082488 0.031098723 0.010651437 -0.733158529 0.679262827
1520531902.155469656 -17.036864276 -2.993521058 1.347363546 0.025767520 0.007039107 -0.730664551 0.682214011
1520531902.205607891 -17.034297225 -2.998897063 1.346022410 0.025808817 0.004238084 -0.728456896 0.684591979
1520531902.255609035 -17.032567833 -3.003232674 1.346856930 0.027975508 0.000490942 -0.727112514 0.685947594
1520531902.305610895 -17.032297386 -3.006875888 1.347295731 0.025629803 -0.002588496 -0.725996810 0.687215429
1520531902.355612993 -17.030956331 -3.011030036 1.346786357 0.020471631 -0.004384453 -0.725680778 0.687713493
1520531902.405613899 -17.030314729 -3.013579357 1.345291060 0.019264182 -0.005875493 -0.727069395 0.686268935
1520531902.455615044 -17.031193077 -3.014822628 1.342838333 0.019277759 -0.007068923 -0.730636420 0.682458121
1520531902.505616903 -17.032183751 -3.014664329 1.341055649 0.018357581 -0.006488834 -0.734766150 0.678040646
1520531902.555618048 -17.032831189 -3.013837728 1.338724948 0.017943731 -0.006620074 -0.739777344 0.672580251
1520531902.605702162 -17.034665943 -3.011181407 1.336865470 0.016871859 -0.002868033 -0.746181028 0.665523567
1520531902.655703306 -17.034795915 -3.008502417 1.335062618 0.017481623 0.001139440 -0.752179425 0.658725023
1520531902.705705166 -17.036081121 -3.005079616 1.333048891 0.019250443 0.004345281 -0.756262944 0.653970123
1520531902.755707264 -17.036598654 -2.999019305 1.331299644 0.022940301 0.005922141 -0.758975543 0.650688119
1520531902.805708170 -17.038019635 -2.992993988 1.328795763 0.027469120 0.006362808 -0.761848155 0.647141628
1520531902.855723143 -17.039185327 -2.987699136 1.325139698 0.032112941 0.005264949 -0.765378645 0.642756603
1520531902.905711174 -17.038876188 -2.981252438 1.322500134 0.035462705 0.001112789 -0.769153566 0.638079070
1520531902.955712318 -17.038334553 -2.974287048 1.320780278 0.033392694 -0.002497993 -0.772827341 0.633732174
1520531903.005783319 -17.036953223 -2.968294411 1.319911303 0.030156699 -0.006511378 -0.775377319 0.630744794
1520531903.055785418 -17.036125246 -2.961519987 1.321153612 0.029855118 -0.008191216 -0.778040696 0.627451187
1520531903.105786324 -17.035518941 -2.955082277 1.322387056 0.030347644 -0.007685443 -0.780654240 0.624178891
1520531903.155788422 -17.033508643 -2.950217640 1.323070743 0.029900662 -0.007046121 -0.781490492 0.623160641
1520531903.205789328 -17.030756299 -2.943112921 1.324711217 0.030319467 -0.005958985 -0.780963041 0.623812498
1520531903.255791426 -17.028353705 -2.936788161 1.326168788 0.032207872 -0.005123031 -0.779909750 0.625042020
1520531903.305792332 -17.025483366 -2.931007947 1.326056521 0.034867736 -0.004362449 -0.779056633 0.625968033
1520531903.355794430 -17.024024925 -2.923772915 1.327082111 0.036640913 -0.003278410 -0.778990039 0.625956741
1520531903.405796289 -17.022031177 -2.915989342 1.328586606 0.035562940 -0.004258634 -0.778865752 0.626168074
1520531903.455815315 -17.020550769 -2.906796489 1.331713795 0.032819203 -0.006454407 -0.778170849 0.627161279
1520531903.505817175 -17.018459489 -2.900642750 1.333046725 0.030528395 -0.007170875 -0.777685802 0.627869785
1520531903.555818319 -17.014749877 -2.895846193 1.333424667 0.031151798 -0.007958494 -0.777628556 0.627901141
1520531903.605820179 -17.010663637 -2.891421932 1.334674683 0.032605743 -0.007684410 -0.777356672 0.628166791
1520531903.655821323 -17.008198811 -2.885690714 1.336753215 0.035190575 -0.009284273 -0.778151061 0.627021921
1520531903.705823183 -17.004265872 -2.878918410 1.339466426 0.034856925 -0.011791051 -0.780436548 0.624151133
1520531903.755824327 -17.000837519 -2.873825643 1.339004543 0.030569543 -0.014629774 -0.785108191 0.618430502
1520531903.805827141 -16.997315923 -2.867255384 1.338711825 0.024090104 -0.019057848 -0.792091487 0.609629089
1520531903.855729580 -16.993818017 -2.859483115 1.337673508 0.017805024 -0.021872347 -0.801452587 0.597392722
1520531903.905730724 -16.989856746 -2.852325402 1.335007428 0.014476905 -0.025827103 -0.812526936 0.582171202
